name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Mansoura, Egypt",2016-03-30,25.5,8.7,16.4,25.5,7.3,16.2,8,62.5,0,0,0,,,,,27.7,357.7,1022.3,6.6,10,296.4,25.4,10,,2016-03-30T05:45:29,2016-03-30T18:12:39,0.73,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-03-31,27,11,17.6,26.5,11,17.6,8.7,61.9,0,0,0,,,,,29.2,42.5,1022.8,3.3,10,304.3,26.3,10,,2016-03-31T05:44:15,2016-03-31T18:13:18,0.75,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-01,29.5,10.9,18.9,27.7,10.9,18.7,9.3,63.3,0,0,0,,,,,26.3,40.3,1020.2,16.8,9.3,307.7,26.4,10,,2016-04-01T05:43:01,2016-04-01T18:13:56,0.8,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-02,31.3,12,20.1,29.2,12,19.7,10.1,62.5,0,0,0,,,,,23.8,30.7,1017.1,41,9.3,289.4,25.1,9,,2016-04-02T05:41:47,2016-04-02T18:14:35,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-03,29.5,12.9,19.9,27.7,12.9,19.6,10.2,63.3,0,0,0,,,,,20.5,23.3,1015.6,35,9.3,242.5,21,8,,2016-04-03T05:40:33,2016-04-03T18:15:13,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-04,32,10.8,20.8,29.7,10.8,20.4,7.7,54.8,0,0,0,,,,,14,61.9,1012.9,0,9.5,300,25.9,10,,2016-04-04T05:39:20,2016-04-04T18:15:52,0.9,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-05,34.4,14,22.2,31.8,14,21.6,7.7,49.3,0,0,0,,,,,23,45.6,1008.8,7.2,10,292.3,25.3,9,,2016-04-05T05:38:07,2016-04-05T18:16:31,0.93,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-06,33.6,13.3,21.8,31.1,13.3,21.3,10,58.4,0,0,0,,,,,18.4,357.5,1011.1,5.5,10,302.3,26.1,10,,2016-04-06T05:36:55,2016-04-06T18:17:09,0.96,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-07,35.4,13.5,23.4,32.6,13.5,22.7,6.8,47.9,0,0,0,,,,,18.7,88.8,1012.8,1.4,9.4,292.9,25.5,9,,2016-04-07T05:35:42,2016-04-07T18:17:48,0,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-08,40.7,18.4,27.8,37.6,18.4,26.9,7,33.1,0,0,0,,,,,27.7,192.1,1010.6,57.5,9.5,240.7,20.8,9,,2016-04-08T05:34:31,2016-04-08T18:18:27,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-09,37.6,19.7,26.9,35.1,19.7,26.3,11.3,44,0,0,0,,,,,38.2,255,1008.6,70.1,9.8,201.7,17.3,7,,2016-04-09T05:33:19,2016-04-09T18:19:06,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-10,33.4,18.1,23.8,31.4,18.1,23.4,12.1,52.8,0,0,0,,,,,23.8,341.4,1010.7,25.5,10,251.6,21.8,9,,2016-04-10T05:32:08,2016-04-10T18:19:44,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-11,33.1,15.7,21.6,30.7,15.7,21.1,9.9,54.1,0,0,0,,,,,32.4,300.5,1012.4,10.6,9,300.5,25.9,10,,2016-04-11T05:30:58,2016-04-11T18:20:23,0.13,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-12,25.9,14.2,19.1,25.9,14.2,19.1,11.9,66.3,0.6,100,25,rain,,,,29.9,295.8,1011.7,23.3,10,273.8,23.6,9,,2016-04-12T05:29:48,2016-04-12T18:21:02,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"62325099999,remote"
"Mansoura, Egypt",2016-04-13,26.8,13.9,19.5,26.4,13.9,19.5,12.1,67.2,0.7,100,29.17,rain,,,,28.8,312,1011.3,13.1,10,286.3,24.8,9,,2016-04-13T05:28:38,2016-04-13T18:21:42,0.2,Rain,Clear conditions throughout the day with rain clearing later.,rain,"62325099999,remote"
"Mansoura, Egypt",2016-04-14,29.8,13,20.6,28.1,13,20.4,11.3,62.5,0,0,0,,,,,14,329.5,1014.3,0,10,314.2,27,10,,2016-04-14T05:27:30,2016-04-14T18:22:21,0.25,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-15,33.3,14.6,22.8,30.9,14.6,22.3,9.3,50.2,0,0,0,,,,,13,59.2,1017.6,1.6,9.3,316.4,27.1,10,,2016-04-15T05:26:21,2016-04-15T18:23:00,0.27,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-16,36.4,16,24.8,33.5,16,24.1,7.4,41.5,0,0,0,,,,,19.1,54,1019.3,2.8,10,310.7,26.8,10,,2016-04-16T05:25:14,2016-04-16T18:23:39,0.3,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-17,36.2,16.6,23.8,33.3,16.6,23.1,7.7,46.3,0,0,0,,,,,25.6,13.2,1018.7,0,9.3,320,27.6,10,,2016-04-17T05:24:07,2016-04-17T18:24:19,0.34,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-18,33.5,13.1,21.7,31,13.1,21.2,10.8,61.1,0,0,0,,,,,24.5,31.1,1018,0.2,9.5,331,28.7,10,,2016-04-18T05:23:01,2016-04-18T18:24:58,0.37,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-19,35.3,13.9,22.8,32.7,13.9,22.3,11.6,60,0,0,0,,,,,29.5,21.6,1015.3,0,10,326.1,28.1,10,,2016-04-19T05:21:55,2016-04-19T18:25:38,0.4,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-20,38.7,15.2,24.7,35.7,15.2,24,12.2,58.4,0,0,0,,,,,23.4,9.5,1014.6,6,10,324,28,10,,2016-04-20T05:20:50,2016-04-20T18:26:18,0.44,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-21,38.9,17.2,25.6,35.7,17.2,24.7,9.3,48.1,0,0,0,,,,,21.6,0.2,1014.5,15.3,9.5,291,25,9,,2016-04-21T05:19:46,2016-04-21T18:26:58,0.47,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-22,37.8,16.4,25.1,34.6,16.4,24.4,8.2,45,0,0,0,,,,,22.3,55.9,1014.3,18.2,10,315,27.2,10,,2016-04-22T05:18:43,2016-04-22T18:27:38,0.5,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-23,35.7,17.2,24.7,33.1,17.2,24,11.7,54.6,0,0,0,,,,,16.2,32.8,1011.9,32.2,10,273.3,23.6,10,,2016-04-23T05:17:40,2016-04-23T18:28:18,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-24,40.4,18.1,27.3,37,18.1,26.5,8.5,40.9,0,0,0,,,,,26.3,192.3,1005.4,37.5,10,314.7,27.1,10,,2016-04-24T05:16:38,2016-04-24T18:28:58,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-25,36.5,19.1,25.9,34,19.1,25.2,12.5,51.8,0,0,0,,,,,21.6,351.3,1008.8,32,10,325.9,28.2,10,,2016-04-25T05:15:37,2016-04-25T18:29:38,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-26,40.1,19.1,26.2,36.6,19.1,25.4,10,46.7,0,0,0,,,,,34.6,281.8,1007.9,15.1,9.5,279,24.1,9,,2016-04-26T05:14:38,2016-04-26T18:30:19,0.64,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-27,30.7,16.3,21.4,28.8,16.3,21.1,10.7,55.3,0,0,0,,,,,26.3,336,1015.3,12.6,10,335.5,29.1,10,,2016-04-27T05:13:38,2016-04-27T18:30:59,0.68,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-28,30.6,13.3,20.5,28.6,13.3,20.2,9.2,55.8,0,0,0,,,,,24.8,347.4,1016.9,0,10,339,29.3,10,,2016-04-28T05:12:40,2016-04-28T18:31:39,0.71,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-29,32.9,13,22,30.5,13,21.6,9.6,54.2,0,0,0,,,,,22,17.2,1016.4,0.1,10,337.8,29.4,10,,2016-04-29T05:11:43,2016-04-29T18:32:20,0.75,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-04-30,37.3,14.7,25.2,34.3,14.7,24.5,8.2,45.2,0,0,0,,,,,14.8,101.7,1011.6,6.9,10,317.5,27.4,10,,2016-04-30T05:10:47,2016-04-30T18:33:01,0.75,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-01,34.2,19,24.2,32.2,19,23.8,12.7,54.9,0,0,0,,,,,30.6,291,1010.2,29.3,10,311.7,27.1,10,,2016-05-01T05:09:52,2016-05-01T18:33:41,0.82,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-02,33.8,16.8,23.7,31.3,16.8,23.2,11.4,55,0,0,0,,,,,17.3,15.1,1012.5,50.2,10,249.9,21.6,9,,2016-05-02T05:08:58,2016-05-02T18:34:22,0.85,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-03,40.3,17.9,25,37.2,17.9,24.5,12.2,52.2,0,0,0,,,,,38.9,351.9,1010.1,51.8,10,266,23,9,,2016-05-03T05:08:04,2016-05-03T18:35:03,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-04,29.9,17.4,22.7,28.1,17.4,22.3,10.9,53.1,0,0,0,,,,,23.8,294,1014.2,49.6,10,304.9,26.2,10,,2016-05-04T05:07:12,2016-05-04T18:35:43,0.92,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-05,32.1,15.7,22.7,29.9,15.7,22.2,10.8,54.4,0,0,0,,,,,30.2,285.1,1012.6,0,10,324.9,28.2,10,,2016-05-05T05:06:22,2016-05-05T18:36:24,0.95,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-06,28.3,14.7,20.9,27.1,14.7,20.8,11.4,58.4,0,0,0,,,,,24.8,299.4,1013.9,29.8,10,270.5,23.4,10,,2016-05-06T05:05:32,2016-05-06T18:37:05,0,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-07,29.8,14.8,21.5,28,14.8,21.2,10,53.4,0,0,0,,,,,20.9,337.9,1015.5,21,10,341.1,29.4,10,,2016-05-07T05:04:43,2016-05-07T18:37:46,0.02,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-08,32.8,16.5,23.4,30.7,16.5,22.9,10.5,49.7,0,0,0,,,,,22,53.9,1016.4,33.9,10,312.9,27.2,10,,2016-05-08T05:03:56,2016-05-08T18:38:26,0.05,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-09,36.7,18.4,25.1,34.1,18.4,24.4,11.1,49.3,0,0,0,,,,,28.4,71.8,1013.7,5.7,10,313,27.1,10,,2016-05-09T05:03:09,2016-05-09T18:39:07,0.09,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-10,34.8,17.4,23.7,32.4,17.4,23.2,12.1,55.3,0,0,0,,,,,30.2,4.6,1012.9,8.6,10,322.4,27.7,10,,2016-05-10T05:02:24,2016-05-10T18:39:47,0.12,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-11,33.6,16.1,23.2,31.4,16.1,22.8,12.8,59,0,0,0,,,,,27.4,325.5,1014.1,20,10,338.5,29.2,10,,2016-05-11T05:01:40,2016-05-11T18:40:28,0.15,Clear,Partly cloudy throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-12,36.3,14.9,24.8,33.7,14.9,24.1,10.7,51.1,0,0,0,,,,,21.6,3.1,1014.3,37.5,10,326.6,28.3,10,,2016-05-12T05:00:58,2016-05-12T18:41:08,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-13,40.3,20,29.5,37.8,20,28.6,9.5,34.5,0,0,0,,,,,10.4,123.3,1012.9,49.4,10,271.8,23.4,10,,2016-05-13T05:00:16,2016-05-13T18:41:48,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-14,43.9,24.7,33.5,43.9,24.7,32.8,9.7,27.6,0,0,0,,,,,22.3,88.2,1013,57.6,10,269,23.2,9,,2016-05-14T04:59:36,2016-05-14T18:42:28,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-15,46,25.1,32.9,46,25.1,32.6,12.5,35.2,0,0,0,,,,,41.4,84.3,1012.5,60.4,10,318.9,27.6,10,,2016-05-15T04:58:57,2016-05-15T18:43:08,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-16,42.5,22.1,29.1,41.1,22.1,28.9,16.2,52.4,0,0,0,,,,,32.8,20.8,1012.2,20.6,10,315.7,27.2,10,,2016-05-16T04:58:20,2016-05-16T18:43:48,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-17,36.2,20.5,25.3,34.6,20.5,24.9,13.8,53.6,0,0,0,,,,,28.8,344.4,1014,36.9,10,315,27.2,10,,2016-05-17T04:57:44,2016-05-17T18:44:27,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-18,32.6,17.6,23.5,30.3,17.6,23,11.6,53.4,0,0,0,,,,,27,310.1,1015,15.3,10,337.9,29.1,10,,2016-05-18T04:57:09,2016-05-18T18:45:06,0.38,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-19,32.3,15.8,23.1,30,15.8,22.6,10.8,52.7,0,0,0,,,,,24.8,339,1016.4,6.7,10,347.7,30,10,,2016-05-19T04:56:35,2016-05-19T18:45:45,0.42,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-20,33.4,15.4,23.3,31,15.4,22.8,10.1,50.3,0,0,0,,,,,22.3,19.5,1016.4,7.3,10,347.7,30,10,,2016-05-20T04:56:03,2016-05-20T18:46:24,0.45,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-21,37.2,17.4,25.7,34.7,17.4,25,11.1,47.5,0,0,0,,,,,24.8,70.8,1014.2,26.4,10,323.2,27.8,10,,2016-05-21T04:55:32,2016-05-21T18:47:02,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-22,38.4,19.8,26.4,36.4,19.8,25.9,11.5,45.3,0,0,0,,,,,36.7,288.8,1011.3,16.4,10,322.6,27.9,10,,2016-05-22T04:55:03,2016-05-22T18:47:40,0.52,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-23,31.3,17.7,23.3,29.7,17.7,23,13.6,58.3,0,0,0,,,,,32.8,292.3,1014.5,3.6,10,342.6,29.7,10,,2016-05-23T04:54:35,2016-05-23T18:48:17,0.55,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-24,31.9,16.3,23.1,29.8,16.3,22.7,11,51.2,0,0,0,,,,,28.8,303,1015.9,0.2,10,352.3,30.3,10,,2016-05-24T04:54:09,2016-05-24T18:48:54,0.59,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-25,37,15.6,25.8,34.2,15.6,25,8.8,42.2,0,0,0,,,,,17.6,288.9,1013.7,0,10,349.7,30.2,10,,2016-05-25T04:53:44,2016-05-25T18:49:31,0.62,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-26,34.4,18.9,25.1,32.2,18.9,24.5,9.5,41.6,0,0,0,,,,,33.5,294.5,1009.9,3,10,336.7,28.9,10,,2016-05-26T04:53:20,2016-05-26T18:50:07,0.66,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-27,31.6,16.3,23.3,29.7,16.3,23,12.6,55.9,0,0,0,,,,,32,311.4,1012.4,1.7,10,352.4,30.4,10,,2016-05-27T04:52:58,2016-05-27T18:50:43,0.69,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-28,31.8,16.4,23.4,29.9,16.4,23,12.8,56.6,0,0,0,,,,,34.2,303.6,1013.3,8.8,10,351.5,30.4,10,,2016-05-28T04:52:37,2016-05-28T18:51:18,0.73,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-29,32.9,17.2,23.9,31,17.2,23.5,13.2,56.6,0,0,0,,,,,24.5,321.3,1014.9,8.1,10,349.5,30.3,10,,2016-05-29T04:52:18,2016-05-29T18:51:52,0.75,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-30,35.8,15.8,24.9,33.3,15.8,24.4,11.9,53.1,0,0,0,,,,,20.9,42.3,1016.2,0,10,346,29.8,10,,2016-05-30T04:52:00,2016-05-30T18:52:26,0.8,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-05-31,39.4,17.5,27.6,36.7,17.5,26.9,10.9,43.6,0,0,0,,,,,16.9,76.7,1015.7,0,9.5,347.9,30,10,,2016-05-31T04:51:44,2016-05-31T18:53:00,0.83,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-01,43.4,22.1,30.8,43.4,22.1,30,8.8,32.4,0,0,0,,,,,27.4,357.5,1013.4,13.6,10,339.5,29.3,10,,2016-06-01T04:51:29,2016-06-01T18:53:32,0.87,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-02,43,20.8,30.6,39.8,20.8,29.4,10.5,37.3,0,0,0,,,,,20.2,34.6,1012.9,21.6,10,337.3,29.1,10,,2016-06-02T04:51:16,2016-06-02T18:54:04,0.9,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-03,46.4,23.1,33.8,46.4,23.1,33.5,8.7,28.6,0,0,0,,,,,19.8,34.5,1010,25.1,10,316.8,27.4,10,,2016-06-03T04:51:04,2016-06-03T18:54:35,0.94,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-04,44.8,24.2,32.5,44.8,24.2,32,11.9,35.9,0,0,0,,,,,27.4,360,1009.1,29.3,10,289.2,25,9,,2016-06-04T04:50:53,2016-06-04T18:55:06,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-05,39.9,22.4,28.8,37.4,22.4,28.5,15.1,51,0,0,0,,,,,25.2,332.4,1012.3,9.2,10,332.7,28.7,10,,2016-06-05T04:50:44,2016-06-05T18:55:35,0,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
"Mansoura, Egypt",2016-06-06,40,19.4,28.1,37.5,19.4,27.5,13,47.7,0,0,0,,,,,19.1,8.1,1014.5,0,10,346.1,29.8,10,,2016-06-06T04:50:36,2016-06-06T18:56:04,0.04,Clear,Clear conditions throughout the day.,clear-day,"62325099999,remote"
